dataset,method,seed,beta,role,cache_key,original_trace_key,original_seconds,original_source,canonical_seconds,canonical_source,final_metric_dicts_identical,checkpoint_identity,requested_epochs,early_stopping
MNIST,proposed_minus_AU,123,1.0,anchor,vae|MNIST|m64|s123|e300|es1|b1,vae|m64|e300|es1,50.964011669158936,"stage4_methods.json: (MNIST,proposed_minus_AU,123,1).trace[9]",45.33538007736206,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b1,,not available,300,True
MNIST,proposed_minus_AU,123,1.0,final,vae|MNIST|m6|s123|e300|es1|b1,vae|m6|e300|es1,36.370163679122925,"stage4_methods.json: (MNIST,proposed_minus_AU,123,1).trace[12]",36.609304428100586,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s123|e300|es1|b1,True,not available,300,True
MNIST,proposed_minus_AU,777,1.0,anchor,vae|MNIST|m64|s777|e300|es1|b1,vae|m64|e300|es1,74.62458491325378,"stage4_methods.json: (MNIST,proposed_minus_AU,777,1).trace[9]",66.14485359191895,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b1,,not available,300,True
MNIST,proposed_minus_AU,777,1.0,final,vae|MNIST|m6|s777|e300|es1|b1,vae|m6|e300|es1,40.47106862068176,"stage4_methods.json: (MNIST,proposed_minus_AU,777,1).trace[12]",37.029944896698,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s777|e300|es1|b1,True,not available,300,True
MNIST,proposed_minus_AU,2024,1.0,anchor,vae|MNIST|m64|s2024|e300|es1|b1,vae|m64|e300|es1,71.89669346809387,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,1).trace[9]",62.86958146095276,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b1,,not available,300,True
MNIST,proposed_minus_AU,2024,1.0,final,vae|MNIST|m6|s2024|e300|es1|b1,vae|m6|e300|es1,42.657224893569946,"stage4_methods.json: (MNIST,proposed_minus_AU,2024,1).trace[12]",38.03678321838379,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s2024|e300|es1|b1,True,not available,300,True
MNIST,proposed_minus_AU,31337,1.0,anchor,vae|MNIST|m64|s31337|e300|es1|b1,vae|m64|e300|es1,80.74756026268005,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,1).trace[9]",72.526198387146,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b1,,not available,300,True
MNIST,proposed_minus_AU,31337,1.0,final,vae|MNIST|m6|s31337|e300|es1|b1,vae|m6|e300|es1,45.27628445625305,"stage4_methods.json: (MNIST,proposed_minus_AU,31337,1).trace[12]",41.02596306800842,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s31337|e300|es1|b1,True,not available,300,True
MNIST,B4_plus_Q,42,1.0,anchor,vae|MNIST|m64|s42|e300|es1|b1,vae|m64|e300|es1,68.16339802742004,"stage4_methods.json: (MNIST,B4_plus_Q,42,1).trace[3]",66.05860233306885,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b1,,not available,300,True
MNIST,B4_plus_Q,42,1.0,final,vae|MNIST|m10|s42|e300|es1|b1,vae|m10|e300|es1,58.37271595001221,"stage4_methods.json: (MNIST,B4_plus_Q,42,1).trace[2]",57.076122522354126,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s42|e300|es1|b1,True,not available,300,True
MNIST,B4_plus_Q,123,1.0,anchor,vae|MNIST|m64|s123|e300|es1|b1,vae|m64|e300|es1,50.964011669158936,"stage4_methods.json: (MNIST,B4_plus_Q,123,1).trace[3]",45.33538007736206,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b1,,not available,300,True
MNIST,B4_plus_Q,123,1.0,final,vae|MNIST|m10|s123|e300|es1|b1,vae|m10|e300|es1,45.887362241744995,"stage4_methods.json: (MNIST,B4_plus_Q,123,1).trace[2]",40.4986572265625,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s123|e300|es1|b1,True,not available,300,True
MNIST,B4_plus_Q,777,1.0,anchor,vae|MNIST|m64|s777|e300|es1|b1,vae|m64|e300|es1,74.62458491325378,"stage4_methods.json: (MNIST,B4_plus_Q,777,1).trace[3]",66.14485359191895,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b1,,not available,300,True
MNIST,B4_plus_Q,777,1.0,final,vae|MNIST|m10|s777|e300|es1|b1,vae|m10|e300|es1,36.526057958602905,"stage4_methods.json: (MNIST,B4_plus_Q,777,1).trace[2]",34.143558740615845,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s777|e300|es1|b1,True,not available,300,True
MNIST,B4_plus_Q,2024,1.0,anchor,vae|MNIST|m64|s2024|e300|es1|b1,vae|m64|e300|es1,71.89669346809387,"stage4_methods.json: (MNIST,B4_plus_Q,2024,1).trace[3]",62.86958146095276,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b1,,not available,300,True
MNIST,B4_plus_Q,2024,1.0,final,vae|MNIST|m10|s2024|e300|es1|b1,vae|m10|e300|es1,51.95336580276489,"stage4_methods.json: (MNIST,B4_plus_Q,2024,1).trace[2]",45.62505125999451,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s2024|e300|es1|b1,True,not available,300,True
MNIST,B4_plus_Q,31337,1.0,anchor,vae|MNIST|m64|s31337|e300|es1|b1,vae|m64|e300|es1,80.74756026268005,"stage4_methods.json: (MNIST,B4_plus_Q,31337,1).trace[3]",72.526198387146,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b1,,not available,300,True
MNIST,B4_plus_Q,31337,1.0,final,vae|MNIST|m10|s31337|e300|es1|b1,vae|m10|e300|es1,47.49093961715698,"stage4_methods.json: (MNIST,B4_plus_Q,31337,1).trace[2]",42.29352569580078,results/make49/stage4_cache/MNIST.json:vae|MNIST|m10|s31337|e300|es1|b1,True,not available,300,True
MNIST,B6a_plus_Q,42,1.0,anchor,vae|MNIST|m64|s42|e300|es1|b1,vae|m64|e300|es1,68.16339802742004,"stage4_methods.json: (MNIST,B6a_plus_Q,42,1).trace[4]",66.05860233306885,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b1,,not available,300,True
MNIST,B6a_plus_Q,42,1.0,final,vae|MNIST|m8|s42|e300|es1|b1,vae|m8|e300|es1,58.79733061790466,"stage4_methods.json: (MNIST,B6a_plus_Q,42,1).trace[5]",57.360193967819214,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s42|e300|es1|b1,True,not available,300,True
MNIST,B6a_plus_Q,123,1.0,anchor,vae|MNIST|m64|s123|e300|es1|b1,vae|m64|e300|es1,50.964011669158936,"stage4_methods.json: (MNIST,B6a_plus_Q,123,1).trace[4]",45.33538007736206,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b1,,not available,300,True
MNIST,B6a_plus_Q,123,1.0,final,vae|MNIST|m8|s123|e300|es1|b1,vae|m8|e300|es1,44.407644510269165,"stage4_methods.json: (MNIST,B6a_plus_Q,123,1).trace[5]",29.87391448020935,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s123|e300|es1|b1,True,not available,300,True
MNIST,B6a_plus_Q,777,1.0,anchor,vae|MNIST|m64|s777|e300|es1|b1,vae|m64|e300|es1,74.62458491325378,"stage4_methods.json: (MNIST,B6a_plus_Q,777,1).trace[4]",66.14485359191895,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b1,,not available,300,True
MNIST,B6a_plus_Q,777,1.0,final,vae|MNIST|m8|s777|e300|es1|b1,vae|m8|e300|es1,71.78652834892273,"stage4_methods.json: (MNIST,B6a_plus_Q,777,1).trace[5]",65.73514723777771,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s777|e300|es1|b1,True,not available,300,True
MNIST,B6a_plus_Q,2024,1.0,anchor,vae|MNIST|m64|s2024|e300|es1|b1,vae|m64|e300|es1,71.89669346809387,"stage4_methods.json: (MNIST,B6a_plus_Q,2024,1).trace[4]",62.86958146095276,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b1,,not available,300,True
MNIST,B6a_plus_Q,2024,1.0,final,vae|MNIST|m8|s2024|e300|es1|b1,vae|m8|e300|es1,45.70771384239197,"stage4_methods.json: (MNIST,B6a_plus_Q,2024,1).trace[5]",40.64214015007019,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s2024|e300|es1|b1,True,not available,300,True
MNIST,B6a_plus_Q,31337,1.0,anchor,vae|MNIST|m64|s31337|e300|es1|b1,vae|m64|e300|es1,80.74756026268005,"stage4_methods.json: (MNIST,B6a_plus_Q,31337,1).trace[4]",72.526198387146,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b1,,not available,300,True
MNIST,B6a_plus_Q,31337,1.0,final,vae|MNIST|m8|s31337|e300|es1|b1,vae|m8|e300|es1,55.57537603378296,"stage4_methods.json: (MNIST,B6a_plus_Q,31337,1).trace[5]",51.109251260757446,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s31337|e300|es1|b1,True,not available,300,True
MNIST,B6b_plus_Q,42,1.0,anchor,vae|MNIST|m64|s42|e300|es1|b1,vae|m64|e300|es1,68.16339802742004,"stage4_methods.json: (MNIST,B6b_plus_Q,42,1).trace[1]",66.05860233306885,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s42|e300|es1|b1,,not available,300,True
MNIST,B6b_plus_Q,42,1.0,final,vae|MNIST|m32|s42|e300|es1|b1,vae|m32|e300|es1,68.3561692237854,"stage4_methods.json: (MNIST,B6b_plus_Q,42,1).trace[2]",66.70013570785522,results/make49/stage4_cache/MNIST.json:vae|MNIST|m32|s42|e300|es1|b1,True,not available,300,True
MNIST,B6b_plus_Q,123,1.0,anchor,vae|MNIST|m64|s123|e300|es1|b1,vae|m64|e300|es1,50.964011669158936,"stage4_methods.json: (MNIST,B6b_plus_Q,123,1).trace[1]",45.33538007736206,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s123|e300|es1|b1,,not available,300,True
MNIST,B6b_plus_Q,123,1.0,final,vae|MNIST|m6|s123|e300|es1|b1,vae|m6|e300|es1,36.370163679122925,"stage4_methods.json: (MNIST,B6b_plus_Q,123,1).trace[2]",36.609304428100586,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s123|e300|es1|b1,True,not available,300,True
MNIST,B6b_plus_Q,777,1.0,anchor,vae|MNIST|m64|s777|e300|es1|b1,vae|m64|e300|es1,74.62458491325378,"stage4_methods.json: (MNIST,B6b_plus_Q,777,1).trace[1]",66.14485359191895,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s777|e300|es1|b1,,not available,300,True
MNIST,B6b_plus_Q,777,1.0,final,vae|MNIST|m6|s777|e300|es1|b1,vae|m6|e300|es1,40.47106862068176,"stage4_methods.json: (MNIST,B6b_plus_Q,777,1).trace[2]",37.029944896698,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s777|e300|es1|b1,True,not available,300,True
MNIST,B6b_plus_Q,2024,1.0,anchor,vae|MNIST|m64|s2024|e300|es1|b1,vae|m64|e300|es1,71.89669346809387,"stage4_methods.json: (MNIST,B6b_plus_Q,2024,1).trace[1]",62.86958146095276,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s2024|e300|es1|b1,,not available,300,True
MNIST,B6b_plus_Q,2024,1.0,final,vae|MNIST|m6|s2024|e300|es1|b1,vae|m6|e300|es1,42.657224893569946,"stage4_methods.json: (MNIST,B6b_plus_Q,2024,1).trace[2]",38.03678321838379,results/make49/stage4_cache/MNIST.json:vae|MNIST|m6|s2024|e300|es1|b1,True,not available,300,True
MNIST,B6b_plus_Q,31337,1.0,anchor,vae|MNIST|m64|s31337|e300|es1|b1,vae|m64|e300|es1,80.74756026268005,"stage4_methods.json: (MNIST,B6b_plus_Q,31337,1).trace[1]",72.526198387146,results/make49/stage4_cache/MNIST.json:vae|MNIST|m64|s31337|e300|es1|b1,,not available,300,True
MNIST,B6b_plus_Q,31337,1.0,final,vae|MNIST|m8|s31337|e300|es1|b1,vae|m8|e300|es1,55.57537603378296,"stage4_methods.json: (MNIST,B6b_plus_Q,31337,1).trace[2]",51.109251260757446,results/make49/stage4_cache/MNIST.json:vae|MNIST|m8|s31337|e300|es1|b1,True,not available,300,True
dSprites,B1_full_mse,42,1.0,anchor,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B1_full_mse,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,,not available,300,True
dSprites,B1_full_mse,42,1.0,final,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B1_full_mse,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,True,not available,300,True
dSprites,B1_full_mse,123,1.0,anchor,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B1_full_mse,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,,not available,300,True
dSprites,B1_full_mse,123,1.0,final,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B1_full_mse,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,True,not available,300,True
dSprites,B1_full_mse,777,1.0,anchor,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B1_full_mse,777,1).trace[11]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,,not available,300,True
dSprites,B1_full_mse,777,1.0,final,vae|dSprites|m32|s777|e300|es1|b1,vae|m32|e300|es1,219.167742729187,"stage4_methods.json: (dSprites,B1_full_mse,777,1).trace[9]",219.0472400188446,results/make49/stage4_cache/dSprites.json:vae|dSprites|m32|s777|e300|es1|b1,True,not available,300,True
dSprites,B1_full_mse,2024,1.0,anchor,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B1_full_mse,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,,not available,300,True
dSprites,B1_full_mse,2024,1.0,final,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B1_full_mse,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,True,not available,300,True
dSprites,B1_full_mse,31337,1.0,anchor,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B1_full_mse,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,,not available,300,True
dSprites,B1_full_mse,31337,1.0,final,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B1_full_mse,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,True,not available,300,True
dSprites,B2_full_elbo,42,1.0,anchor,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B2_full_elbo,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,,not available,300,True
dSprites,B2_full_elbo,42,1.0,final,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B2_full_elbo,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,True,not available,300,True
dSprites,B2_full_elbo,123,1.0,anchor,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B2_full_elbo,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,,not available,300,True
dSprites,B2_full_elbo,123,1.0,final,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B2_full_elbo,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,True,not available,300,True
dSprites,B2_full_elbo,777,1.0,anchor,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B2_full_elbo,777,1).trace[11]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,,not available,300,True
dSprites,B2_full_elbo,777,1.0,final,vae|dSprites|m32|s777|e300|es1|b1,vae|m32|e300|es1,219.167742729187,"stage4_methods.json: (dSprites,B2_full_elbo,777,1).trace[9]",219.0472400188446,results/make49/stage4_cache/dSprites.json:vae|dSprites|m32|s777|e300|es1|b1,True,not available,300,True
dSprites,B2_full_elbo,2024,1.0,anchor,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B2_full_elbo,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,,not available,300,True
dSprites,B2_full_elbo,2024,1.0,final,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B2_full_elbo,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,True,not available,300,True
dSprites,B2_full_elbo,31337,1.0,anchor,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B2_full_elbo,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,,not available,300,True
dSprites,B2_full_elbo,31337,1.0,final,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B2_full_elbo,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,True,not available,300,True
dSprites,B3_full_downstream,42,1.0,anchor,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B3_full_downstream,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,,not available,300,True
dSprites,B3_full_downstream,42,1.0,final,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B3_full_downstream,42,1).trace[11]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,True,not available,300,True
dSprites,B3_full_downstream,123,1.0,anchor,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B3_full_downstream,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,,not available,300,True
dSprites,B3_full_downstream,123,1.0,final,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B3_full_downstream,123,1).trace[11]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,True,not available,300,True
dSprites,B3_full_downstream,777,1.0,anchor,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B3_full_downstream,777,1).trace[11]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,,not available,300,True
dSprites,B3_full_downstream,777,1.0,final,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B3_full_downstream,777,1).trace[11]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,True,not available,300,True
dSprites,B3_full_downstream,2024,1.0,anchor,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B3_full_downstream,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,,not available,300,True
dSprites,B3_full_downstream,2024,1.0,final,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B3_full_downstream,2024,1).trace[11]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,True,not available,300,True
dSprites,B3_full_downstream,31337,1.0,anchor,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B3_full_downstream,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,,not available,300,True
dSprites,B3_full_downstream,31337,1.0,final,vae|dSprites|m64|s31337|e300|es1|b1,vae|m64|e300|es1,224.15701627731323,"stage4_methods.json: (dSprites,B3_full_downstream,31337,1).trace[11]",223.92378115653992,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s31337|e300|es1|b1,True,not available,300,True
dSprites,B4_coarse,42,1.0,anchor,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B4_coarse,42,1).trace[3]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,,not available,300,True
dSprites,B4_coarse,42,1.0,final,vae|dSprites|m64|s42|e300|es1|b1,vae|m64|e300|es1,253.17906951904297,"stage4_methods.json: (dSprites,B4_coarse,42,1).trace[3]",253.12427306175232,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s42|e300|es1|b1,True,not available,300,True
dSprites,B4_coarse,123,1.0,anchor,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B4_coarse,123,1).trace[3]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,,not available,300,True
dSprites,B4_coarse,123,1.0,final,vae|dSprites|m64|s123|e300|es1|b1,vae|m64|e300|es1,235.08916807174683,"stage4_methods.json: (dSprites,B4_coarse,123,1).trace[3]",235.1435785293579,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s123|e300|es1|b1,True,not available,300,True
dSprites,B4_coarse,777,1.0,anchor,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B4_coarse,777,1).trace[3]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,,not available,300,True
dSprites,B4_coarse,777,1.0,final,vae|dSprites|m64|s777|e300|es1|b1,vae|m64|e300|es1,237.57138800621033,"stage4_methods.json: (dSprites,B4_coarse,777,1).trace[3]",237.41397619247437,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s777|e300|es1|b1,True,not available,300,True
dSprites,B4_coarse,2024,1.0,anchor,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B4_coarse,2024,1).trace[3]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,,not available,300,True
dSprites,B4_coarse,2024,1.0,final,vae|dSprites|m64|s2024|e300|es1|b1,vae|m64|e300|es1,238.6376657485962,"stage4_methods.json: (dSprites,B4_coarse,2024,1).trace[3]",238.429931640625,results/make49/stage4_cache/dSprites.json:vae|dSprites|m64|s2024|e300|es1|b1,True,not available,300,True
