dataset,method,seed,beta,selected_raw,final_m,anchor_m,D_anchor,T_D,val_mse,test_mse,quality_met,original_seconds,added_anchor_seconds,accounted_seconds,state,id_fallback,budget_exhausted,compact,calibration_seconds,final_constraint_ma
MNIST,B4_plus_Q,123,0.25,64,64,64,0.015471483503069199,0.01701863185337612,0.015471483503069199,0.014982908495429423,True,127.85738444328308,0.0,127.85738444328308,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
MNIST,B4_plus_Q,777,0.25,64,64,64,0.015135960481604751,0.016649556529765228,0.015135960481604751,0.014649387904575891,True,138.50865626335144,0.0,138.50865626335144,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
MNIST,B4_plus_Q,2024,0.25,64,64,64,0.01583411080496652,0.01741752188546317,0.01583411080496652,0.015259072024806017,True,118.4943528175354,0.0,118.4943528175354,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
MNIST,B4_plus_Q,31337,0.25,10,10,64,0.016510026581433353,0.018161029239576687,0.015833914309131857,0.01530350769458174,True,136.58370923995972,0.0,136.58370923995972,SUCCESS,False,False,True,0.0,
MNIST,B6a_plus_Q,42,0.25,12,12,64,0.016265505732322227,0.01789205630555445,0.016102453426438935,0.015544661126169219,True,62.054896116256714,0.0,62.054896116256714,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6a_plus_Q,123,0.25,10,10,64,0.015471483503069199,0.01701863185337612,0.016006973578005422,0.015595664718524131,True,73.7019100189209,0.0,73.7019100189209,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6a_plus_Q,777,0.25,12,12,64,0.015135960481604751,0.016649556529765228,0.014944909543407206,0.014353219998937076,True,89.15272045135498,0.0,89.15272045135498,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6a_plus_Q,2024,0.25,12,12,64,0.01583411080496652,0.01741752188546317,0.015197247252172353,0.014718116604551976,True,69.00880694389343,0.0,69.00880694389343,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6a_plus_Q,31337,0.25,12,12,64,0.016510026581433353,0.018161029239576687,0.015656992698202327,0.015159708243649024,True,79.14752388000488,0.0,79.14752388000488,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6b_plus_Q,42,0.25,64,64,64,0.016265505732322227,0.01789205630555445,0.016265505732322227,0.01573191054986448,True,30.355745553970337,0.0,30.355745553970337,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,9.636292934417725,
MNIST,B6b_plus_Q,123,0.25,64,64,64,0.015471483503069199,0.01701863185337612,0.015471483503069199,0.014982908495429423,True,42.62328100204468,0.0,42.62328100204468,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,9.636292934417725,
MNIST,B6b_plus_Q,777,0.25,48,48,64,0.015135960481604751,0.016649556529765228,0.01631175543337452,0.01568854860059258,True,77.78246927261353,0.0,77.78246927261353,SUCCESS,False,False,True,9.636292934417725,
MNIST,B6b_plus_Q,2024,0.25,64,64,64,0.01583411080496652,0.01741752188546317,0.01583411080496652,0.015259072024806017,True,34.791391372680664,0.0,34.791391372680664,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,9.636292934417725,
MNIST,B6b_plus_Q,31337,0.25,64,64,64,0.016510026581433353,0.018161029239576687,0.016510026581433353,0.01600118603349543,True,34.11695957183838,0.0,34.11695957183838,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,9.636292934417725,
dSprites,B1_full_mse,42,0.25,48,48,64,0.0010303346663713456,0.0011333681330084801,0.001019932135939598,0.0010077085196971893,True,3029.936535835266,0.0,3029.936535835266,SUCCESS,False,False,True,0.0,
dSprites,B1_full_mse,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,3053.7157995700836,0.0,3053.7157995700836,SUCCESS,False,False,False,0.0,
dSprites,B1_full_mse,777,0.25,32,32,64,0.0010301490426063537,0.001133163946866989,0.000994985282421112,0.0009779614408810934,True,2794.7920668125153,0.0,2794.7920668125153,SUCCESS,False,False,True,0.0,
dSprites,B1_full_mse,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,3109.7918553352356,0.0,3109.7918553352356,SUCCESS,False,False,False,0.0,
dSprites,B1_full_mse,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,3052.8110201358795,0.0,3052.8110201358795,SUCCESS,False,False,False,0.0,
dSprites,B2_full_elbo,42,0.25,6,6,64,0.0010303346663713456,0.0011333681330084801,0.0022339356541633605,0.002159513215223948,False,3029.936535835266,0.0,3029.936535835266,SUCCESS,False,False,True,0.0,
dSprites,B2_full_elbo,123,0.25,10,10,64,0.0010175471305847168,0.0011193018436431886,0.0015018183290958405,0.0014688806235790253,False,3053.7157995700836,0.0,3053.7157995700836,SUCCESS,False,False,True,0.0,
dSprites,B2_full_elbo,777,0.25,8,8,64,0.0010301490426063537,0.001133163946866989,0.002100578099489212,0.002062675595283508,False,2794.7920668125153,0.0,2794.7920668125153,SUCCESS,False,False,True,0.0,
dSprites,B2_full_elbo,2024,0.25,10,10,64,0.0010386009216308593,0.0011424610137939452,0.0014927956461906434,0.0014825369318326315,False,3109.7918553352356,0.0,3109.7918553352356,SUCCESS,False,False,True,0.0,
dSprites,B2_full_elbo,31337,0.25,8,8,64,0.0009587670266628266,0.0010546437293291093,0.0017754258513450623,0.0017198502421379089,False,3052.8110201358795,0.0,3052.8110201358795,SUCCESS,False,False,True,0.0,
dSprites,B3_full_downstream,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,3057.6662623882294,0.0,3057.6662623882294,SUCCESS,False,False,False,0.0,
dSprites,B3_full_downstream,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,3084.138290166855,0.0,3084.138290166855,SUCCESS,False,False,False,0.0,
dSprites,B3_full_downstream,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,2822.3636689186096,0.0,2822.3636689186096,SUCCESS,False,False,False,0.0,
dSprites,B3_full_downstream,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,3140.7777659893036,0.0,3140.7777659893036,SUCCESS,False,False,False,0.0,
dSprites,B3_full_downstream,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,3076.504835128784,0.0,3076.504835128784,SUCCESS,False,False,False,0.0,
dSprites,B4_coarse,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,814.0071399211884,0.0,814.0071399211884,SUCCESS,False,False,False,0.0,
dSprites,B4_coarse,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,840.2436923980713,0.0,840.2436923980713,SUCCESS,False,False,False,0.0,
dSprites,B4_coarse,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,772.7288620471954,0.0,772.7288620471954,SUCCESS,False,False,False,0.0,
dSprites,B4_coarse,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,735.8607778549194,0.0,735.8607778549194,SUCCESS,False,False,False,0.0,
dSprites,B4_coarse,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,800.1722543239594,0.0,800.1722543239594,SUCCESS,False,False,False,0.0,
dSprites,B5_fixed32,42,0.25,32,32,64,0.0010303346663713456,0.0011333681330084801,0.0010484062135219575,0.0010419572194417318,True,172.16626262664795,274.4781684875488,446.6444311141968,SUCCESS,False,False,True,0.0,
dSprites,B5_fixed32,123,0.25,32,32,64,0.0010175471305847168,0.0011193018436431886,0.0010258986949920653,0.0010082513590653737,True,230.14260149002075,236.22031927108765,466.3629207611084,SUCCESS,False,False,True,0.0,
dSprites,B5_fixed32,777,0.25,32,32,64,0.0010301490426063537,0.001133163946866989,0.000994985282421112,0.0009779614408810934,True,188.80955052375793,222.87895941734314,411.6885099411011,SUCCESS,False,False,True,0.0,
dSprites,B5_fixed32,2024,0.25,32,32,64,0.0010386009216308593,0.0011424610137939452,0.0010732818841934205,0.0010530944069226582,True,169.04345512390137,174.7495255470276,343.79298067092896,SUCCESS,False,False,True,0.0,
dSprites,B5_fixed32,31337,0.25,32,32,64,0.0009587670266628266,0.0010546437293291093,0.001117208495736122,0.0011160927116870881,False,194.69902682304382,249.7917263507843,444.4907531738281,SUCCESS,False,False,True,0.0,
dSprites,B6a_fondue,42,0.25,4,4,64,0.0010303346663713456,0.0011333681330084801,0.0063306596279144286,0.006315966526667277,False,149.1550257205963,274.4781684875488,423.63319420814514,SUCCESS,False,False,True,0.0,
dSprites,B6a_fondue,123,0.25,4,4,64,0.0010175471305847168,0.0011193018436431886,0.006389675498008728,0.006353612025578817,False,155.73414635658264,236.22031927108765,391.9544656276703,SUCCESS,False,False,True,0.0,
dSprites,B6a_fondue,777,0.25,4,4,64,0.0010301490426063537,0.001133163946866989,0.006383801817893982,0.006398229797681173,False,116.02708959579468,222.87895941734314,338.9060490131378,SUCCESS,False,False,True,0.0,
dSprites,B6a_fondue,2024,0.25,6,6,64,0.0010386009216308593,0.0011424610137939452,0.002510028451681137,0.0024720588127772015,False,368.37345004081726,174.7495255470276,543.1229755878448,SUCCESS,False,False,True,0.0,
dSprites,B6a_fondue,31337,0.25,5,5,64,0.0009587670266628266,0.0010546437293291093,0.0025028230845928192,0.002478309760491053,False,209.94921684265137,249.7917263507843,459.74094319343567,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var,42,0.25,239,239,64,0.0010303346663713456,0.0011333681330084801,0.0009412338435649872,0.0009410473704338074,True,220.2159252166748,274.4781684875488,494.69409370422363,SUCCESS,False,False,False,0.0,
dSprites,B6b_fondue_var,123,0.25,50,50,64,0.0010175471305847168,0.0011193018436431886,0.0011201687455177306,0.0010977597932020824,False,219.89377570152283,236.22031927108765,456.1140949726105,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var,777,0.25,6,6,64,0.0010301490426063537,0.001133163946866989,0.0027343560159206392,0.0026697477102279664,False,222.84619784355164,222.87895941734314,445.7251572608948,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var,2024,0.25,237,237,64,0.0010386009216308593,0.0011424610137939452,0.0009078928530216218,0.0008900982141494751,True,349.7164649963379,174.7495255470276,524.4659905433655,SUCCESS,False,False,False,0.0,
dSprites,B6b_fondue_var,31337,0.25,21,21,64,0.0009587670266628266,0.0010546437293291093,0.0011372293829917909,0.0011179923117160798,False,124.5525393486023,249.7917263507843,374.3442656993866,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var_keepmixed_false,42,0.25,11,11,64,0.0010303346663713456,0.0011333681330084801,0.0014539251029491425,0.0014546465078989666,False,130.6429078578949,274.4781684875488,405.1210763454437,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var_keepmixed_false,123,0.25,12,12,64,0.0010175471305847168,0.0011193018436431886,0.0013267564922571182,0.0013057992160320283,False,274.4462945461273,236.22031927108765,510.66661381721497,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var_keepmixed_false,777,0.25,12,12,64,0.0010301490426063537,0.001133163946866989,0.00129211488366127,0.0012866174081961313,False,265.2287447452545,222.87895941734314,488.10770416259766,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var_keepmixed_false,2024,0.25,7,7,64,0.0010386009216308593,0.0011424610137939452,0.002367001980543137,0.0023343303402264914,False,167.90524673461914,174.7495255470276,342.65477228164673,SUCCESS,False,False,True,0.0,
dSprites,B6b_fondue_var_keepmixed_false,31337,0.25,14,14,64,0.0009587670266628266,0.0010546437293291093,0.0014496002197265626,0.0014308292965094249,False,135.28543972969055,249.7917263507843,385.07716608047485,SUCCESS,False,False,True,0.0,
dSprites,proposed,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,1109.7896962165833,0.0,1109.7896962165833,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,1136.0262486934662,0.0,1136.0262486934662,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,1068.5114183425903,0.0,1068.5114183425903,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,1031.6433341503143,0.0,1031.6433341503143,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,1095.9548106193542,0.0,1095.9548106193542,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed_minus_AU,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,1109.7896962165833,0.0,1109.7896962165833,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed_minus_AU,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,1136.0262486934662,0.0,1136.0262486934662,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed_minus_AU,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,1068.5114183425903,0.0,1068.5114183425903,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed_minus_AU,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,1031.6433341503143,0.0,1031.6433341503143,ID_UNRELIABLE,True,False,False,0.0,
dSprites,proposed_minus_AU,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,1095.9548106193542,0.0,1095.9548106193542,ID_UNRELIABLE,True,False,False,0.0,
dSprites,ascending_scan_Q,42,0.25,16,16,64,0.0010303346663713456,0.0011333681330084801,0.001125620886683464,0.0011154510875542958,True,2011.9620156288147,0.0,2011.9620156288147,SUCCESS,False,False,True,0.0,
dSprites,ascending_scan_Q,123,0.25,20,20,64,0.0010175471305847168,0.0011193018436431886,0.0010477355122566223,0.0010264321813980737,True,2302.2108170986176,0.0,2302.2108170986176,SUCCESS,False,False,True,0.0,
dSprites,ascending_scan_Q,777,0.25,32,32,64,0.0010301490426063537,0.001133163946866989,0.000994985282421112,0.0009779614408810934,True,2578.39236164093,0.0,2578.39236164093,SUCCESS,False,False,True,0.0,
dSprites,ascending_scan_Q,2024,0.25,16,16,64,0.0010386009216308593,0.0011424610137939452,0.0010706788897514342,0.0010620781183242798,True,2029.0167200565338,0.0,2029.0167200565338,SUCCESS,False,False,True,0.0,
dSprites,ascending_scan_Q,31337,0.25,24,24,64,0.0009587670266628266,0.0010546437293291093,0.0010425849854946137,0.0010329383114973704,True,2652.9240913391113,0.0,2652.9240913391113,SUCCESS,False,False,True,0.0,
dSprites,B4_plus_Q,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,814.0071399211884,0.0,814.0071399211884,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B4_plus_Q,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,840.2436923980713,0.0,840.2436923980713,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B4_plus_Q,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,772.7288620471954,0.0,772.7288620471954,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B4_plus_Q,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,735.8607778549194,0.0,735.8607778549194,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B4_plus_Q,31337,0.25,64,64,64,0.0009587670266628266,0.0010546437293291093,0.0009587670266628266,0.0009573031862576802,True,800.1722543239594,0.0,800.1722543239594,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B6a_plus_Q,42,0.25,16,16,64,0.0010303346663713456,0.0011333681330084801,0.001125620886683464,0.0011154510875542958,True,1871.7890219688416,0.0,1871.7890219688416,SUCCESS,False,False,True,0.0,
dSprites,B6a_plus_Q,123,0.25,20,20,64,0.0010175471305847168,0.0011193018436431886,0.0010477355122566223,0.0010264321813980737,True,2180.8162755966187,0.0,2180.8162755966187,SUCCESS,False,False,True,0.0,
dSprites,B6a_plus_Q,777,0.25,64,64,64,0.0010301490426063537,0.001133163946866989,0.0010301490426063537,0.0010203494528929393,True,2258.8806517124176,0.0,2258.8806517124176,BUDGET_EXHAUSTED,False,True,False,0.0,
dSprites,B6a_plus_Q,2024,0.25,16,16,64,0.0010386009216308593,0.0011424610137939452,0.0010706788897514342,0.0010620781183242798,True,1779.5670001506805,0.0,1779.5670001506805,SUCCESS,False,False,True,0.0,
dSprites,B6a_plus_Q,31337,0.25,24,24,64,0.0009587670266628266,0.0010546437293291093,0.0010425849854946137,0.0010329383114973704,True,2423.3688876628876,0.0,2423.3688876628876,SUCCESS,False,False,True,0.0,
dSprites,B6b_plus_Q,42,0.25,64,64,64,0.0010303346663713456,0.0011333681330084801,0.0010303346663713456,0.001013053963581721,True,280.14833331108093,0.0,280.14833331108093,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B6b_plus_Q,123,0.25,64,64,64,0.0010175471305847168,0.0011193018436431886,0.0010175471305847168,0.00099127330382665,True,239.5530388355255,0.0,239.5530388355255,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B6b_plus_Q,777,0.25,32,32,64,0.0010301490426063537,0.001133163946866989,0.000994985282421112,0.0009779614408810934,True,2334.993483066559,0.0,2334.993483066559,SUCCESS,False,False,True,0.0,
dSprites,B6b_plus_Q,2024,0.25,64,64,64,0.0010386009216308593,0.0011424610137939452,0.0010386009216308593,0.0010090320010979971,True,180.4103946685791,0.0,180.4103946685791,NO_COMPACT_ALTERNATIVE_FOUND,False,False,False,0.0,
dSprites,B6b_plus_Q,31337,0.25,24,24,64,0.0009587670266628266,0.0010546437293291093,0.0010425849854946137,0.0010329383114973704,True,564.0625700950623,0.0,564.0625700950623,SUCCESS,False,False,True,0.0,
MNIST,B1_full_mse,42,0.5,12,12,64,0.018348590461575255,0.020183449507732782,0.016631755906708387,0.01612208422187234,True,490.16302251815796,0.0,490.16302251815796,SUCCESS,False,False,True,0.0,
MNIST,B1_full_mse,123,0.5,12,12,64,0.019645999519192443,0.02161059947111169,0.01736652950364716,0.01678788331738946,True,425.836138010025,0.0,425.836138010025,SUCCESS,False,False,True,0.0,
MNIST,B1_full_mse,777,0.5,24,24,64,0.0193304757877272,0.02126352336649992,0.017664571956712373,0.017167750767299112,True,430.6029107570648,0.0,430.6029107570648,SUCCESS,False,False,True,0.0,
MNIST,B1_full_mse,2024,0.5,10,10,64,0.019292865363919005,0.021222151900310907,0.01744237284757653,0.016883938121146896,True,466.5135853290558,0.0,466.5135853290558,SUCCESS,False,False,True,0.0,
MNIST,B1_full_mse,31337,0.5,12,12,64,0.01939155267209423,0.021330707939303653,0.017315387647979116,0.01686308153632547,True,486.17253041267395,0.0,486.17253041267395,SUCCESS,False,False,True,0.0,
MNIST,B2_full_elbo,42,0.5,12,12,64,0.018348590461575255,0.020183449507732782,0.016631755906708387,0.01612208422187234,True,490.16302251815796,0.0,490.16302251815796,SUCCESS,False,False,True,0.0,
MNIST,B2_full_elbo,123,0.5,12,12,64,0.019645999519192443,0.02161059947111169,0.01736652950364716,0.01678788331738946,True,425.836138010025,0.0,425.836138010025,SUCCESS,False,False,True,0.0,
MNIST,B2_full_elbo,777,0.5,12,12,64,0.0193304757877272,0.02126352336649992,0.017685823713030135,0.01723067033209768,True,430.6029107570648,0.0,430.6029107570648,SUCCESS,False,False,True,0.0,
MNIST,B2_full_elbo,2024,0.5,16,16,64,0.019292865363919005,0.021222151900310907,0.017464444530253507,0.01695006763691805,True,466.5135853290558,0.0,466.5135853290558,SUCCESS,False,False,True,0.0,
MNIST,B2_full_elbo,31337,0.5,10,10,64,0.01939155267209423,0.021330707939303653,0.017359108126893334,0.016912379465946537,True,486.17253041267395,0.0,486.17253041267395,SUCCESS,False,False,True,0.0,
MNIST,B3_full_downstream,42,0.5,64,64,64,0.018348590461575255,0.020183449507732782,0.018348590461575255,0.017697106809032203,True,540.6073937416077,0.0,540.6073937416077,SUCCESS,False,False,False,0.0,
MNIST,B3_full_downstream,123,0.5,64,64,64,0.019645999519192443,0.02161059947111169,0.019645999519192443,0.019116406291520515,True,479.3194577693939,0.0,479.3194577693939,SUCCESS,False,False,False,0.0,
MNIST,B3_full_downstream,777,0.5,64,64,64,0.0193304757877272,0.02126352336649992,0.0193304757877272,0.018701165439320256,True,482.1039848327637,0.0,482.1039848327637,SUCCESS,False,False,False,0.0,
MNIST,B3_full_downstream,2024,0.5,64,64,64,0.019292865363919005,0.021222151900310907,0.019292865363919005,0.018689034183009143,True,520.2124557495117,0.0,520.2124557495117,SUCCESS,False,False,False,0.0,
MNIST,B3_full_downstream,31337,0.5,64,64,64,0.01939155267209423,0.021330707939303653,0.01939155267209423,0.018854162929820364,True,540.0780313014984,0.0,540.0780313014984,SUCCESS,False,False,False,0.0,
MNIST,B4_coarse,42,0.5,64,64,64,0.018348590461575255,0.020183449507732782,0.018348590461575255,0.017697106809032203,True,145.65129470825195,0.0,145.65129470825195,SUCCESS,False,False,False,0.0,
MNIST,B4_coarse,123,0.5,10,10,64,0.019645999519192443,0.02161059947111169,0.017662947362783003,0.017205560178172832,True,132.96086812019348,0.0,132.96086812019348,SUCCESS,False,False,True,0.0,
MNIST,B4_coarse,777,0.5,64,64,64,0.0193304757877272,0.02126352336649992,0.0193304757877272,0.018701165439320256,True,117.48775744438171,0.0,117.48775744438171,SUCCESS,False,False,False,0.0,
MNIST,B4_coarse,2024,0.5,10,10,64,0.019292865363919005,0.021222151900310907,0.01744237284757653,0.016883938121146896,True,159.51044178009033,0.0,159.51044178009033,SUCCESS,False,False,True,0.0,
MNIST,B4_coarse,31337,0.5,10,10,64,0.01939155267209423,0.021330707939303653,0.017359108126893334,0.016912379465946537,True,162.49078464508057,0.0,162.49078464508057,SUCCESS,False,False,True,0.0,
MNIST,B5_fixed32,42,0.5,32,32,64,0.018348590461575255,0.020183449507732782,0.0177452115428691,0.017326877516143174,True,68.2384135723114,50.790653228759766,119.02906680107117,SUCCESS,False,False,True,0.0,
MNIST,B5_fixed32,123,0.5,32,32,64,0.019645999519192443,0.02161059947111169,0.018150198488819356,0.01753513611255049,True,31.290186643600464,37.346638917922974,68.63682556152344,SUCCESS,False,False,True,0.0,
MNIST,B5_fixed32,777,0.5,32,32,64,0.0193304757877272,0.02126352336649992,0.017951058523995537,0.017386572597789116,True,48.76847505569458,54.6531023979187,103.42157745361328,SUCCESS,False,False,True,0.0,
MNIST,B5_fixed32,2024,0.5,32,32,64,0.019292865363919005,0.021222151900310907,0.01787155493911432,0.017316793013592156,True,45.44083881378174,53.15495705604553,98.59579586982727,SUCCESS,False,False,True,0.0,
MNIST,B5_fixed32,31337,0.5,32,32,64,0.01939155267209423,0.021330707939303653,0.018324238679846935,0.017768151523304635,True,35.555760622024536,69.16624283790588,104.72200345993042,SUCCESS,False,False,True,0.0,
MNIST,B6a_fondue,42,0.5,9,9,64,0.018348590461575255,0.020183449507732782,0.02002450250119579,0.019623837010390093,True,39.687174558639526,50.790653228759766,90.47782778739929,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6a_fondue,123,0.5,9,9,64,0.019645999519192443,0.02161059947111169,0.01852083634357063,0.018074625443439095,True,36.65837574005127,37.346638917922974,74.00501465797424,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6a_fondue,777,0.5,9,9,64,0.0193304757877272,0.02126352336649992,0.01868350873674665,0.01824531897720025,True,41.66945672035217,54.6531023979187,96.32255911827087,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6a_fondue,2024,0.5,9,9,64,0.019292865363919005,0.021222151900310907,0.018477280597297516,0.018104873761027845,True,55.52059531211853,53.15495705604553,108.67555236816406,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6a_fondue,31337,0.5,9,9,64,0.01939155267209423,0.021330707939303653,0.018629942913444678,0.018079828379105548,True,36.23952269554138,69.16624283790588,105.40576553344727,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var,42,0.5,26,26,64,0.018348590461575255,0.020183449507732782,0.01780347458197146,0.0172731761283615,True,39.22819232940674,50.790653228759766,90.0188455581665,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var,123,0.5,40,40,64,0.019645999519192443,0.02161059947111169,0.01910671934789541,0.018582001355229593,True,60.442007541656494,37.346638917922974,97.78864645957947,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var,777,0.5,27,27,64,0.0193304757877272,0.02126352336649992,0.01851636147012516,0.017942612005739798,True,34.66220808029175,54.6531023979187,89.31531047821045,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var,2024,0.5,25,25,64,0.019292865363919005,0.021222151900310907,0.018444079340720662,0.017834319030346515,True,27.221949100494385,53.15495705604553,80.37690615653992,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var,31337,0.5,22,22,64,0.01939155267209423,0.021330707939303653,0.017598750211754628,0.017173335899301125,True,49.36270546913147,69.16624283790588,118.52894830703735,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var_keepmixed_false,42,0.5,2,2,64,0.018348590461575255,0.020183449507732782,0.03802806122448979,0.03751452013911033,False,26.011984825134277,50.790653228759766,76.80263805389404,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var_keepmixed_false,123,0.5,2,2,64,0.019645999519192443,0.02161059947111169,0.03753260149274554,0.03744527554674213,False,31.176522493362427,37.346638917922974,68.5231614112854,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var_keepmixed_false,777,0.5,2,2,64,0.0193304757877272,0.02126352336649992,0.03797286053093112,0.03751933153632546,False,22.391644716262817,54.6531023979187,77.04474711418152,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var_keepmixed_false,2024,0.5,2,2,64,0.019292865363919005,0.021222151900310907,0.037058103600326846,0.03712910720928996,False,36.7236590385437,53.15495705604553,89.87861609458923,SUCCESS,False,False,True,9.550281286239624,
MNIST,B6b_fondue_var_keepmixed_false,31337,0.5,2,2,64,0.01939155267209423,0.021330707939303653,0.03729316244319993,0.036830238809390944,False,34.16872811317444,69.16624283790588,103.33497095108032,SUCCESS,False,False,True,9.550281286239624,
MNIST,proposed,42,0.5,8,8,64,0.018348590461575255,0.020183449507732782,0.01843824861487564,0.018001691960964076,True,595.9593834877014,0.0,595.9593834877014,SUCCESS,False,False,True,0.0,
MNIST,proposed,123,0.5,8,8,64,0.019645999519192443,0.02161059947111169,0.01885369468221859,0.018454716273716518,True,557.1505422592163,0.0,557.1505422592163,SUCCESS,False,False,True,0.0,
